mab_uid,mab_name,Protein_RefID,virus_id,virus_name,Family,Organism,Species,Epitope,pubmed_id,Target Protein,Target type,Target,Target name,Assay type,Assay,Quantitative measure,Unit,disease_id,disease_name
1263_MZ24,MZ24,PDB: 6NIS,11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",15.9,ng/ml,DOID:12205,DOID:12205
1264_MZ24,MZ24,PDB: 6NIS,11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",356.6,ng/ml,DOID:12205,DOID:12205
1265_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,W-TBD,W-TBD
1266_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",11072,JEV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1267_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",11089,YFV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1268_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1,ng/ml,Z-TBD,Z-TBD
1269_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",263,ng/ml,DOID:12205,DOID:12205
1270_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1.8,ng/ml,DOID:12205,DOID:12205
1271_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",16.5,ng/ml,DOID:12205,DOID:12205
1272_MZ4,MZ4,"PDB: 6NIU, PDB: 6MTY",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",238.9,ng/ml,DOID:12205,DOID:12205
1273_MZ54,MZ54,,11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, Fusion loop, This antibody neutralizes ZIKV and DENV1-4 strains.",32015557,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,ng/ml,W-TBD,W-TBD
1274_MZ56,MZ56,,11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, Fusion loop, This antibody neutralizes ZIKV and DENV1-4 strains.",32015557,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,ng/ml,W-TBD,W-TBD
1275_EDE1-C8,EDE1-C8,,11082,WNV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,W-TBD,W-TBD
1276_EDE1-C8,EDE1-C8,,11072,JEV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1277_EDE1-C8,EDE1-C8,,11089,YFV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1278_EDE1-C8,EDE1-C8,,64320,ZIKV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",104.3,ng/ml,Z-TBD,Z-TBD
1279_EDE1-C8,EDE1-C8,,11053,DENV1,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",23.4,ng/ml,DOID:12205,DOID:12205
1280_EDE1-C8,EDE1-C8,,11060,DENV2,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50,ng/ml,DOID:12205,DOID:12205
1281_EDE1-C8,EDE1-C8,,11069,DENV3,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",51.8,ng/ml,DOID:12205,DOID:12205
1282_EDE1-C8,EDE1-C8,,11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,,32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",146.6,ng/ml,DOID:12205,DOID:12205
1283_EDE2-A11,EDE2-A11,,11082,WNV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,W-TBD,W-TBD
1284_EDE2-A11,EDE2-A11,,11072,JEV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1285_EDE2-A11,EDE2-A11,,11089,YFV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1286_EDE2-A11,EDE2-A11,,64320,ZIKV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",511.7,ng/ml,Z-TBD,Z-TBD
1287_EDE2-A11,EDE2-A11,,11053,DENV1,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",9.9,ng/ml,DOID:12205,DOID:12205
1288_EDE2-A11,EDE2-A11,,11060,DENV2,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",14.7,ng/ml,DOID:12205,DOID:12205
1289_EDE2-A11,EDE2-A11,,11069,DENV3,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",8.5,ng/ml,DOID:12205,DOID:12205
1290_EDE2-A11,EDE2-A11,,11070,DENV4,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",6.5,ng/ml,DOID:12205,DOID:12205
1291_Z004,Z004,,11082,WNV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,W-TBD,W-TBD
1292_Z004,Z004,,11072,JEV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1293_Z004,Z004,,11089,YFV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1294_Z004,Z004,,64320,ZIKV,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1.4,ng/ml,Z-TBD,Z-TBD
1295_Z004,Z004,,11053,DENV1,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1.8,ng/ml,DOID:12205,DOID:12205
1296_Z004,Z004,,11060,DENV2,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,DOID:12205,DOID:12205
1297_Z004,Z004,,11069,DENV3,,,,,32015557,,Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,DOID:12205,DOID:12205
1298_Z004,Z004,,11070,DENV4,,,,,32015557,,Protein,,,,,50000,,DOID:12205,DOID:12205
1299_OA984,OA984,Addgene: 120363,11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E (DII-FL region), This antibody neutralizes DENV strains corresponding to all four serotypes."," 31945137,  24255124","Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,,W-TBD,W-TBD
1300_SC4271,SC4271,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,Envelope protein E,16809304,Genome polyprotein,Protein,UniProt: Q1PSK3 West Nile virus (WNV),Genome polyprotein,Binding,"ELISA, X-ray crystallography",,,W-TBD,W-TBD
1301_SC4274,SC4274,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,Envelope protein E,16809304,Genome polyprotein,Protein,UniProt: Q1PSK3 West Nile virus (WNV),Genome polyprotein,Binding,"ELISA, X-ray crystallography",,,W-TBD,W-TBD
1302_SC4283,SC4283,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,Envelope protein E,16809304,Genome polyprotein,Protein,UniProt: Q1PSK3 West Nile virus (WNV),Genome polyprotein,Binding,"ELISA, X-ray crystallography",,,W-TBD,W-TBD
1303_SC4289,SC4289,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,Envelope protein E,16809304,Genome polyprotein,Protein,UniProt: Q1PSK3 West Nile virus (WNV),Genome polyprotein,Binding,"ELISA, X-ray crystallography",,,W-TBD,W-TBD
1304_SC4299,SC4299,,64320,ZIKV,Flavivirus,Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV),ZIKV,Envelope protein E,16809304,Genome polyprotein,Protein,UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV),Genome polyprotein,Binding,"ELISA, X-ray crystallography",,,Z-TBD,Z-TBD
1305_SC4311,SC4311,,64320,ZIKV,Flavivirus,Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV),ZIKV,Envelope protein E,16809304,Genome polyprotein,Protein,UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV),Genome polyprotein,Binding,"ELISA, X-ray crystallography",,,Z-TBD,Z-TBD
1306_SC4325,SC4325,,64320,ZIKV,Flavivirus,Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV),ZIKV,Envelope protein E,16809304,"Genome polyprotein, Envelope protein E",Protein,UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,,Z-TBD,Z-TBD
1307_SC4353,SC4353,,64320,ZIKV,Flavivirus,Zika virus (ZIKV),ZIKV,Envelope protein E,16809304,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q32ZE1 Zika virus (ZIKV),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,,Z-TBD,Z-TBD
1308_SC4361,SC4361,,64320,ZIKV,Flavivirus,Zika virus (ZIKV),ZIKV,Envelope protein E,16809304,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q32ZE1 Zika virus (ZIKV),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,,Z-TBD,Z-TBD
1309_SC4368,SC4368,,64320,ZIKV,Flavivirus,Zika virus (ZIKV),ZIKV,Envelope protein E,16809304,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q32ZE1 Zika virus (ZIKV),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,,Z-TBD,Z-TBD
1310_SC4374,SC4374,,64320,ZIKV,Flavivirus,Zika virus (ZIKV),ZIKV,Envelope protein E,16809304,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q32ZE1 Zika virus (ZIKV),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",2.1,,Z-TBD,Z-TBD
1311_SC4375,SC4375,,11053,DENV1,,,,Envelope protein E,16809304,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),40,,DOID:12205,DOID:12205
1312_sdAb A1,sdAb A1,,11060,DENV2,,,,"E glycoprotein, Domain III",35432292,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),2.4,,DOID:12205,DOID:12205
1313_sdAb A10,sdAb A10,,11069,DENV3,,,,"E glycoprotein, Domain III",35432292,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),4,,DOID:12205,DOID:12205
1314_sdAb A6,sdAb A6,,11070,DENV4,,,,"E glycoprotein, Domain III",35432292,,Protein,,,Neutralization,ELISPOT-MNT (IC50),1.5,,DOID:12205,DOID:12205
1315_sdAb A9,sdAb A9,,11053,DENV1,,,,"E glycoprotein, Domain III",35432292,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),1,,DOID:12205,DOID:12205
1316_ZIKV-195,ZIKV-195,PDB: 6MID,64320,ZIKV,,,,Envelope protein E,30642974,,Protein,"ZIKV strains of African (Dakar 41525 and MR 766), Asian (H/PF/2013 and Malaysia P6740), and American origin",,Neutralization,ELISPOT-MNT (IC50),600,μg/ml,Z-TBD,Z-TBD
1317_ZIKV-195,ZIKV-195,PDB: 6MID,11060,DENV2,,,,Envelope protein E,30642974,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),10.2,μg/ml,DOID:12205,DOID:12205
1318_ZK2B10,ZK2B10,PDB: 6JEP,64320,ZIKV,,,,"Envelope protein E, DIII domain"," 29719255,  30893607",,Protein,,,Neutralization,ELISPOT-MNT (IC50),0.1,μg/ml,Z-TBD,Z-TBD
1319_ZK2B10,ZK2B10,PDB: 6JEP,11069,DENV3,,,,"Envelope protein E, DIII domain"," 29719255,  30893607",,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),1.6,,DOID:12205,DOID:12205
1320_ZKA190,ZKA190,PDB: 5Y0A,64320,ZIKV,,,,"Envelope protein E, DIII domain"," 28938115,  27417494",,Protein,,,Neutralization,ELISPOT-MNT (IC50),0.6,ng/ml,Z-TBD,Z-TBD
1321_ZKA190,ZKA190,PDB: 5Y0A,11070,DENV4,,,,"Envelope protein E, DIII domain"," 28938115,  27417494",,Protein,,,Neutralization,ELISPOT-MNT (IC50),1.5,μg/ml,DOID:12205,DOID:12205
1322_ZV-2,ZV-2,PDB: 5KVD,11053,DENV1,,,,"Envelope protein E DIII, ABDE sheet",27475895,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),0.2,,DOID:12205,DOID:12205
1323_ZV-48,ZV-48,PDB: 5KVE,11060,DENV2,,,,"Envelope protein E DIII, C-C loop",27475895,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),0.5,,DOID:12205,DOID:12205
1324_ZV-64,ZV-64,PDB: 5KVF,11069,DENV3,,,,"Envelope protein E DIII, C-C loop",27475895,,Protein,PDB: 1uzg,,Neutralization,ELISPOT-MNT (IC50),2.7,,DOID:12205,DOID:12205
1325_ZV-67,ZV-67,PDB: 5KVG,11070,DENV4,,,,"Envelope protein E DIII, lateral ridge",27475895,,Protein,,,Neutralization,ELISPOT-MNT (IC50),,,DOID:12205,DOID:12205
1326_hMAb 4.8A,hMAb 4.8A,,,,,,,23077306,23077306,,,,,,,,,X-TBD,X-TBD
1327_hMAb 4.8A,hMAb 4.8A,,,,,,,23077306,23077306,,,,,,,,,X-TBD,X-TBD
1328_hMAb 4.8A,hMAb 4.8A,,,,,,,23077306,23077306,,,,,,,,,X-TBD,X-TBD
1329_hMAb 4.8A,hMAb 4.8A,,,,,,,23077306,23077306,,,,,,,,,X-TBD,X-TBD
1330_hMAbD11C,hMAbD11C,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1331_hMAbD11C,hMAbD11C,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1332_hMAbD11C,hMAbD11C,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1333_hMAbD11C,hMAbD11C,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1334_hMAB 1.6D,hMAB 1.6D,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1335_hMAB 1.6D,hMAB 1.6D,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1336_hMAB 1.6D,hMAB 1.6D,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1337_hMAB 1.6D,hMAB 1.6D,,,,,,,,23077306,,,,,,,,,X-TBD,X-TBD
1338_5A7,5A7,,11070,DENV4,Flavivirus,Debgue Virus (DENV),DENV,,1507894,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,200,μg/ml,DOID:12205,DOID:12205
1339_3C1,3C1,,11070,DENV4,Flavivirus,Debgue Virus (DENV),DENV,,1507894,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,200,μg/ml,DOID:12205,DOID:12205
1340_7G4,7G4,,11070,DENV4,Flavivirus,Debgue Virus (DENV),DENV,,1507894,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,121,μg/ml,DOID:12205,DOID:12205
1341_3E4,3.00E+04,,11070,DENV4,Flavivirus,Debgue Virus (DENV),DENV,,1507894,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,91,μg/ml,DOID:12205,DOID:12205
1342_5D9,5D9,,11070,DENV4,Flavivirus,Debgue Virus (DENV),DENV,,1507894,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0.58,μg/ml,DOID:12205,DOID:12205
1343_5H2,5H2,,11070,DENV4,Flavivirus,Debgue Virus (DENV),DENV,,1507894,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0.24,μg/ml,DOID:12205,DOID:12205
1344_1F2,1F2,,11070,DENV4,Flavivirus,Debgue Virus (DENV),DENV,,1507894,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,200,μg/ml,DOID:12205,DOID:12205
1345_CR4268,CR4268,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,100,μg/ml,W-TBD,W-TBD
1346_CR4271,CR4271,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,100,μg/ml,W-TBD,W-TBD
1347_CR4274,CR4274,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,100,μg/ml,W-TBD,W-TBD
1348_CR4283,CR4283,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,100,μg/ml,W-TBD,W-TBD
1349_CR4294,CR4294,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,,μg/ml,W-TBD,W-TBD
1350_CR4289,CR4289,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,2.62,μg/ml,W-TBD,W-TBD
1351_CR4299,CR4299,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0.78,μg/ml,W-TBD,W-TBD
1352_CR4311,CR4311,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,2.91,μg/ml,W-TBD,W-TBD
1353_CR4325,CR4325,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,1.45,μg/ml,W-TBD,W-TBD
1354_CR4353,CR4353,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0.03,μg/ml,W-TBD,W-TBD
1355_CR4361,CR4361,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,2.03,μg/ml,W-TBD,W-TBD
1356_CR4368,CR4368,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,2.05,μg/ml,W-TBD,W-TBD
1357_CR4374,CR4374,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0.18,μg/ml,W-TBD,W-TBD
1358_CR4375,CR4375,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0.17,μg/ml,W-TBD,W-TBD
1359_7H2,7H2,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0,μg/ml,W-TBD,W-TBD
1360_6B6C-1,6B6C-1,,11082,WNV,Flavivirus,West Nile virus (WNV),WNV,,16809304,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,0.7,μg/ml,W-TBD,W-TBD
1361_3H5 ,3H5 ,,11060,DENV2,Flavivirus,Debgue Virus (DENV),DENV,,17719070,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,5.4,ng/ml,DOID:12205,DOID:12205
1362_M8051122  ,M8051122  ,,11060,DENV2,Flavivirus,Debgue Virus (DENV),DENV,,17719070,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,4,ng/ml,DOID:12205,DOID:12205
1363_9F16,9F16,,11060,DENV2,Flavivirus,Debgue Virus (DENV),DENV,,17719070,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,6,ng/ml,DOID:12205,DOID:12205
1364_  2Q1899 ,  2Q1899 ,,11060,DENV2,Flavivirus,Debgue Virus (DENV),DENV,,17719070,"Genome polyprotein, Envelope protein E",Protein,,,Neutralization,PRNT50,5.9,ng/ml,DOID:12205,DOID:12205
